user_id,event_type,event_timestamp,event_date,event_hour,product_id,amount,is_checkout,is_amount_missing,amount_quality_status
U0196,logout,2023-06-03 10:55:00,2023-06-03,10,P030,,False,True,not_applicable
U0024,wishlist_add,2023-06-05 17:47:00,2023-06-05,17,P005,2398.41,False,False,non_checkout_amount_present
U0113,wishlist_add,2023-06-02 23:42:00,2023-06-02,23,P002,1059.78,False,False,non_checkout_amount_present
U0124,add_to_cart,2023-06-04 07:57:00,2023-06-04,7,P001,,False,True,not_applicable
U0330,profile_update,2023-06-02 23:06:00,2023-06-02,23,P018,814.85,False,False,non_checkout_amount_present
U0037,add_to_cart,2023-06-03 18:04:00,2023-06-03,18,P007,,False,True,not_applicable
U0244,checkout,2023-06-03 17:47:00,2023-06-03,17,P026,,True,True,missing_checkout_amount
U0069,wishlist_add,2023-06-02 14:59:00,2023-06-02,14,P026,2094.06,False,False,non_checkout_amount_present
U0381,wishlist_add,2023-06-04 07:35:00,2023-06-04,7,P028,,False,True,not_applicable
U0207,wishlist_add,2023-06-06 13:26:00,2023-06-06,13,P004,,False,True,not_applicable
U0210,wishlist_add,2023-06-02 21:21:00,2023-06-02,21,P017,2082.56,False,False,non_checkout_amount_present
U0352,search,2023-06-06 09:05:00,2023-06-06,9,P015,,False,True,not_applicable
U0247,profile_update,2023-06-05 14:10:00,2023-06-05,14,P021,,False,True,not_applicable
U0329,checkout,2023-06-03 14:53:00,2023-06-03,14,P008,1279.39,True,False,valid_checkout_amount
U0030,login,2023-06-01 19:10:00,2023-06-01,19,P030,,False,True,not_applicable
U0243,profile_update,2023-06-06 05:05:00,2023-06-06,5,P008,2771.24,False,False,non_checkout_amount_present
U0227,logout,2023-06-03 08:04:00,2023-06-03,8,P012,,False,True,not_applicable
U0157,page_view,2023-06-02 08:59:00,2023-06-02,8,P024,1235.21,False,False,non_checkout_amount_present
U0348,search,2023-06-01 21:35:00,2023-06-01,21,P010,2394.8,False,False,non_checkout_amount_present
U0170,logout,2023-06-02 15:13:00,2023-06-02,15,P027,1916.18,False,False,non_checkout_amount_present
U0309,search,2023-06-01 20:00:00,2023-06-01,20,P014,1170.48,False,False,non_checkout_amount_present
U0017,logout,2023-06-05 16:47:00,2023-06-05,16,P004,,False,True,not_applicable
U0065,logout,2023-06-03 01:08:00,2023-06-03,1,P002,,False,True,not_applicable
U0238,page_view,2023-06-05 23:41:00,2023-06-05,23,P019,,False,True,not_applicable
U0304,add_to_cart,2023-06-04 15:58:00,2023-06-04,15,P011,299.68,False,False,non_checkout_amount_present
U0080,login,2023-06-01 18:34:00,2023-06-01,18,P007,,False,True,not_applicable
U0277,wishlist_add,2023-06-04 20:50:00,2023-06-04,20,P004,2488.91,False,False,non_checkout_amount_present
U0192,add_to_cart,2023-06-03 11:31:00,2023-06-03,11,P003,,False,True,not_applicable
U0137,checkout,2023-06-02 12:44:00,2023-06-02,12,P003,588.95,True,False,valid_checkout_amount
U0054,logout,2023-06-05 21:57:00,2023-06-05,21,P021,2895.72,False,False,non_checkout_amount_present
U0246,login,2023-06-02 21:54:00,2023-06-02,21,P007,,False,True,not_applicable
U0357,login,2023-06-06 02:21:00,2023-06-06,2,P022,926.24,False,False,non_checkout_amount_present
U0114,page_view,2023-06-03 21:11:00,2023-06-03,21,P005,,False,True,not_applicable
U0394,login,2023-06-04 16:25:00,2023-06-04,16,P020,,False,True,not_applicable
U0082,logout,2023-06-06 18:47:00,2023-06-06,18,P025,106.78,False,False,non_checkout_amount_present
U0275,wishlist_add,2023-06-03 14:10:00,2023-06-03,14,P018,2666.13,False,False,non_checkout_amount_present
U0286,add_to_cart,2023-06-01 18:45:00,2023-06-01,18,P013,2409.06,False,False,non_checkout_amount_present
U0018,add_to_cart,2023-06-01 22:38:00,2023-06-01,22,P025,459.27,False,False,non_checkout_amount_present
U0355,page_view,2023-06-05 03:35:00,2023-06-05,3,P019,524.55,False,False,non_checkout_amount_present
U0139,add_to_cart,2023-06-03 15:46:00,2023-06-03,15,P019,,False,True,not_applicable
U0231,add_to_cart,2023-06-03 17:49:00,2023-06-03,17,P029,1873.78,False,False,non_checkout_amount_present
U0363,login,2023-06-06 09:17:00,2023-06-06,9,P007,1078.25,False,False,non_checkout_amount_present
U0320,profile_update,2023-06-04 11:37:00,2023-06-04,11,P028,1444.58,False,False,non_checkout_amount_present
U0268,profile_update,2023-06-06 17:13:00,2023-06-06,17,P013,1769.27,False,False,non_checkout_amount_present
U0024,profile_update,2023-06-03 05:15:00,2023-06-03,5,P002,,False,True,not_applicable
U0232,checkout,2023-06-06 04:15:00,2023-06-06,4,P012,867.43,True,False,valid_checkout_amount
U0134,profile_update,2023-06-04 02:54:00,2023-06-04,2,P016,2453.97,False,False,non_checkout_amount_present
U0046,login,2023-06-06 18:01:00,2023-06-06,18,P029,,False,True,not_applicable
U0153,checkout,2023-06-02 23:19:00,2023-06-02,23,P024,2731.71,True,False,valid_checkout_amount
U0044,wishlist_add,2023-06-06 09:55:00,2023-06-06,9,P023,,False,True,not_applicable
U0099,login,2023-06-04 21:26:00,2023-06-04,21,P010,,False,True,not_applicable
U0250,search,2023-06-04 08:30:00,2023-06-04,8,P012,779.46,False,False,non_checkout_amount_present
U0030,page_view,2023-06-06 09:21:00,2023-06-06,9,P003,230.1,False,False,non_checkout_amount_present
U0041,add_to_cart,2023-06-02 22:24:00,2023-06-02,22,P030,1265.32,False,False,non_checkout_amount_present
U0051,profile_update,2023-06-06 02:51:00,2023-06-06,2,P024,1086.06,False,False,non_checkout_amount_present
U0261,wishlist_add,2023-06-06 11:00:00,2023-06-06,11,P001,,False,True,not_applicable
U0279,add_to_cart,2023-06-04 16:20:00,2023-06-04,16,P013,,False,True,not_applicable
U0240,profile_update,2023-06-02 02:06:00,2023-06-02,2,P017,653.28,False,False,non_checkout_amount_present
U0206,login,2023-06-03 22:25:00,2023-06-03,22,P013,,False,True,not_applicable
U0259,logout,2023-06-01 12:12:00,2023-06-01,12,P025,,False,True,not_applicable
U0254,page_view,2023-06-04 09:02:00,2023-06-04,9,P011,,False,True,not_applicable
U0335,checkout,2023-06-04 16:17:00,2023-06-04,16,P030,,True,True,missing_checkout_amount
U0396,profile_update,2023-06-02 12:59:00,2023-06-02,12,P002,1820.64,False,False,non_checkout_amount_present
U0344,add_to_cart,2023-06-06 12:16:00,2023-06-06,12,P001,,False,True,not_applicable
U0137,wishlist_add,2023-06-05 11:09:00,2023-06-05,11,P030,,False,True,not_applicable
U0057,wishlist_add,2023-06-04 20:57:00,2023-06-04,20,P019,227.1,False,False,non_checkout_amount_present
U0189,checkout,2023-06-06 14:36:00,2023-06-06,14,P003,772.44,True,False,valid_checkout_amount
U0248,checkout,2023-06-06 14:33:00,2023-06-06,14,P004,2808.33,True,False,valid_checkout_amount
U0077,add_to_cart,2023-06-04 11:47:00,2023-06-04,11,P019,,False,True,not_applicable
U0212,add_to_cart,2023-06-01 14:56:00,2023-06-01,14,P028,2994.64,False,False,non_checkout_amount_present
U0337,login,2023-06-02 18:43:00,2023-06-02,18,P027,,False,True,not_applicable
U0212,search,2023-06-03 16:01:00,2023-06-03,16,P026,1698.57,False,False,non_checkout_amount_present
U0386,wishlist_add,2023-06-03 19:34:00,2023-06-03,19,P015,188.75,False,False,non_checkout_amount_present
U0128,page_view,2023-06-01 18:53:00,2023-06-01,18,P021,,False,True,not_applicable
U0302,wishlist_add,2023-06-03 09:24:00,2023-06-03,9,P030,1404.35,False,False,non_checkout_amount_present
U0038,profile_update,2023-06-01 12:16:00,2023-06-01,12,P021,,False,True,not_applicable
U0103,page_view,2023-06-06 02:39:00,2023-06-06,2,P001,2050.83,False,False,non_checkout_amount_present
U0074,page_view,2023-06-01 19:32:00,2023-06-01,19,P002,,False,True,not_applicable
U0085,checkout,2023-06-03 09:23:00,2023-06-03,9,P008,,True,True,missing_checkout_amount
U0377,page_view,2023-06-06 13:06:00,2023-06-06,13,P029,,False,True,not_applicable
U0183,page_view,2023-06-02 02:42:00,2023-06-02,2,P018,,False,True,not_applicable
U0016,page_view,2023-06-04 18:20:00,2023-06-04,18,P020,116.55,False,False,non_checkout_amount_present
U0341,logout,2023-06-06 11:49:00,2023-06-06,11,P022,2130.22,False,False,non_checkout_amount_present
U0333,logout,2023-06-01 21:00:00,2023-06-01,21,P013,1577.72,False,False,non_checkout_amount_present
U0367,login,2023-06-05 06:11:00,2023-06-05,6,P006,,False,True,not_applicable
U0069,add_to_cart,2023-06-06 09:45:00,2023-06-06,9,P017,,False,True,not_applicable
U0253,checkout,2023-06-06 19:33:00,2023-06-06,19,P025,2271.79,True,False,valid_checkout_amount
U0033,page_view,2023-06-04 12:13:00,2023-06-04,12,P012,,False,True,not_applicable
U0290,checkout,2023-06-04 19:58:00,2023-06-04,19,P021,,True,True,missing_checkout_amount
U0300,search,2023-06-02 01:50:00,2023-06-02,1,P012,1979.5,False,False,non_checkout_amount_present
U0124,search,2023-06-01 11:03:00,2023-06-01,11,P016,,False,True,not_applicable
U0206,add_to_cart,2023-06-05 05:27:00,2023-06-05,5,P016,,False,True,not_applicable
U0043,search,2023-06-05 10:51:00,2023-06-05,10,P002,,False,True,not_applicable
U0028,login,2023-06-05 23:16:00,2023-06-05,23,P001,,False,True,not_applicable
U0143,checkout,2023-06-01 23:07:00,2023-06-01,23,P004,,True,True,missing_checkout_amount
U0234,search,2023-06-05 16:08:00,2023-06-05,16,P003,,False,True,not_applicable
U0061,logout,2023-06-01 12:20:00,2023-06-01,12,P001,510.05,False,False,non_checkout_amount_present
U0188,logout,2023-06-01 11:58:00,2023-06-01,11,P017,,False,True,not_applicable
U0204,login,2023-06-02 02:59:00,2023-06-02,2,P023,,False,True,not_applicable
U0320,login,2023-06-04 03:14:00,2023-06-04,3,P016,1011.97,False,False,non_checkout_amount_present
U0381,add_to_cart,2023-06-02 20:38:00,2023-06-02,20,P013,,False,True,not_applicable
U0374,search,2023-06-02 17:12:00,2023-06-02,17,P007,,False,True,not_applicable
U0114,logout,2023-06-03 00:37:00,2023-06-03,0,P001,2966.75,False,False,non_checkout_amount_present
U0166,checkout,2023-06-04 02:50:00,2023-06-04,2,P017,,True,True,missing_checkout_amount
U0144,checkout,2023-06-04 05:41:00,2023-06-04,5,P019,1859.75,True,False,valid_checkout_amount
U0183,logout,2023-06-03 16:20:00,2023-06-03,16,P016,,False,True,not_applicable
U0374,profile_update,2023-06-02 15:49:00,2023-06-02,15,P017,322.97,False,False,non_checkout_amount_present
U0173,profile_update,2023-06-03 12:48:00,2023-06-03,12,P009,,False,True,not_applicable
U0127,wishlist_add,2023-06-04 01:36:00,2023-06-04,1,P020,,False,True,not_applicable
U0291,add_to_cart,2023-06-04 00:12:00,2023-06-04,0,P016,865.82,False,False,non_checkout_amount_present
U0268,search,2023-06-02 19:55:00,2023-06-02,19,P005,2546.22,False,False,non_checkout_amount_present
U0328,logout,2023-06-05 00:06:00,2023-06-05,0,P005,,False,True,not_applicable
U0095,profile_update,2023-06-02 11:58:00,2023-06-02,11,P025,,False,True,not_applicable
U0256,logout,2023-06-05 12:22:00,2023-06-05,12,P030,,False,True,not_applicable
U0249,search,2023-06-02 19:09:00,2023-06-02,19,P001,2958.4,False,False,non_checkout_amount_present
U0112,profile_update,2023-06-01 19:50:00,2023-06-01,19,P002,,False,True,not_applicable
U0152,login,2023-06-04 03:01:00,2023-06-04,3,P023,,False,True,not_applicable
U0322,checkout,2023-06-05 10:09:00,2023-06-05,10,P007,2509.06,True,False,valid_checkout_amount
U0338,checkout,2023-06-01 14:29:00,2023-06-01,14,P021,1685.89,True,False,valid_checkout_amount
U0276,logout,2023-06-04 16:03:00,2023-06-04,16,P015,294.85,False,False,non_checkout_amount_present
U0277,search,2023-06-03 11:35:00,2023-06-03,11,P015,1153.69,False,False,non_checkout_amount_present
U0075,login,2023-06-06 14:40:00,2023-06-06,14,P015,1575.07,False,False,non_checkout_amount_present
U0217,search,2023-06-05 11:24:00,2023-06-05,11,P026,621.83,False,False,non_checkout_amount_present
U0074,profile_update,2023-06-01 09:21:00,2023-06-01,9,P020,2123.81,False,False,non_checkout_amount_present
U0226,profile_update,2023-06-04 19:36:00,2023-06-04,19,P030,,False,True,not_applicable
U0208,profile_update,2023-06-04 20:00:00,2023-06-04,20,P008,,False,True,not_applicable
U0126,checkout,2023-06-02 23:09:00,2023-06-02,23,P027,,True,True,missing_checkout_amount
U0269,add_to_cart,2023-06-05 12:22:00,2023-06-05,12,P001,,False,True,not_applicable
U0025,logout,2023-06-03 11:22:00,2023-06-03,11,P005,363.1,False,False,non_checkout_amount_present
U0345,add_to_cart,2023-06-04 04:17:00,2023-06-04,4,P007,,False,True,not_applicable
U0251,wishlist_add,2023-06-01 20:54:00,2023-06-01,20,P020,,False,True,not_applicable
U0349,logout,2023-06-03 20:37:00,2023-06-03,20,P003,,False,True,not_applicable
U0251,checkout,2023-06-02 19:04:00,2023-06-02,19,P001,,True,True,missing_checkout_amount
U0278,checkout,2023-06-03 05:38:00,2023-06-03,5,P007,,True,True,missing_checkout_amount
U0356,profile_update,2023-06-03 17:34:00,2023-06-03,17,P018,553.47,False,False,non_checkout_amount_present
U0309,profile_update,2023-06-06 02:00:00,2023-06-06,2,P012,,False,True,not_applicable
U0036,page_view,2023-06-04 20:16:00,2023-06-04,20,P018,2628.52,False,False,non_checkout_amount_present
U0034,wishlist_add,2023-06-04 10:28:00,2023-06-04,10,P020,2584.23,False,False,non_checkout_amount_present
U0103,wishlist_add,2023-06-03 22:30:00,2023-06-03,22,P001,1761.35,False,False,non_checkout_amount_present
U0060,wishlist_add,2023-06-06 00:20:00,2023-06-06,0,P008,,False,True,not_applicable
U0216,page_view,2023-06-02 02:21:00,2023-06-02,2,P024,,False,True,not_applicable
U0232,add_to_cart,2023-06-02 14:24:00,2023-06-02,14,P005,2324.55,False,False,non_checkout_amount_present
U0207,wishlist_add,2023-06-02 19:09:00,2023-06-02,19,P019,1727.16,False,False,non_checkout_amount_present
U0045,page_view,2023-06-06 01:22:00,2023-06-06,1,P021,,False,True,not_applicable
U0266,login,2023-06-01 09:30:00,2023-06-01,9,P011,,False,True,not_applicable
U0389,checkout,2023-06-03 06:10:00,2023-06-03,6,P025,348.03,True,False,valid_checkout_amount
U0328,wishlist_add,2023-06-05 05:05:00,2023-06-05,5,P027,,False,True,not_applicable
U0148,add_to_cart,2023-06-02 11:06:00,2023-06-02,11,P027,2737.7,False,False,non_checkout_amount_present
U0393,wishlist_add,2023-06-06 07:32:00,2023-06-06,7,P017,,False,True,not_applicable
U0166,checkout,2023-06-06 05:36:00,2023-06-06,5,P010,,True,True,missing_checkout_amount
U0348,add_to_cart,2023-06-02 02:01:00,2023-06-02,2,P026,,False,True,not_applicable
U0200,add_to_cart,2023-06-02 20:02:00,2023-06-02,20,P001,,False,True,not_applicable
U0233,wishlist_add,2023-06-03 13:37:00,2023-06-03,13,P027,,False,True,not_applicable
U0301,add_to_cart,2023-06-03 07:16:00,2023-06-03,7,P001,,False,True,not_applicable
U0322,checkout,2023-06-06 17:55:00,2023-06-06,17,P020,1446.76,True,False,valid_checkout_amount
U0211,search,2023-06-06 03:02:00,2023-06-06,3,P020,,False,True,not_applicable
U0110,logout,2023-06-03 20:00:00,2023-06-03,20,P014,2536.56,False,False,non_checkout_amount_present
U0087,page_view,2023-06-02 06:47:00,2023-06-02,6,P022,1753.13,False,False,non_checkout_amount_present
U0063,login,2023-06-06 19:06:00,2023-06-06,19,P008,1277.44,False,False,non_checkout_amount_present
U0164,checkout,2023-06-06 16:15:00,2023-06-06,16,P006,,True,True,missing_checkout_amount
U0278,page_view,2023-06-06 11:13:00,2023-06-06,11,P024,1753.74,False,False,non_checkout_amount_present
U0260,checkout,2023-06-06 11:00:00,2023-06-06,11,P012,2006.3,True,False,valid_checkout_amount
U0198,page_view,2023-06-02 19:18:00,2023-06-02,19,P016,1649.45,False,False,non_checkout_amount_present
U0174,logout,2023-06-02 04:32:00,2023-06-02,4,P003,,False,True,not_applicable
U0291,search,2023-06-03 15:56:00,2023-06-03,15,P019,,False,True,not_applicable
U0013,wishlist_add,2023-06-04 04:58:00,2023-06-04,4,P027,1376.45,False,False,non_checkout_amount_present
U0227,profile_update,2023-06-02 10:11:00,2023-06-02,10,P012,,False,True,not_applicable
U0039,checkout,2023-06-02 13:08:00,2023-06-02,13,P004,,True,True,missing_checkout_amount
U0188,checkout,2023-06-03 18:55:00,2023-06-03,18,P007,,True,True,missing_checkout_amount
U0024,logout,2023-06-03 05:30:00,2023-06-03,5,P023,643.39,False,False,non_checkout_amount_present
U0010,add_to_cart,2023-06-02 06:07:00,2023-06-02,6,P001,,False,True,not_applicable
U0286,wishlist_add,2023-06-06 08:00:00,2023-06-06,8,P007,2091.89,False,False,non_checkout_amount_present
U0389,add_to_cart,2023-06-04 16:48:00,2023-06-04,16,P003,2735.86,False,False,non_checkout_amount_present
U0145,profile_update,2023-06-05 16:15:00,2023-06-05,16,P011,928.17,False,False,non_checkout_amount_present
U0195,login,2023-06-05 11:32:00,2023-06-05,11,P027,1723.5,False,False,non_checkout_amount_present
U0132,add_to_cart,2023-06-01 14:53:00,2023-06-01,14,P009,,False,True,not_applicable
U0032,search,2023-06-02 12:11:00,2023-06-02,12,P029,,False,True,not_applicable
U0009,page_view,2023-06-02 21:02:00,2023-06-02,21,P009,,False,True,not_applicable
U0363,profile_update,2023-06-02 16:02:00,2023-06-02,16,P022,,False,True,not_applicable
U0019,page_view,2023-06-06 14:23:00,2023-06-06,14,P008,,False,True,not_applicable
U0154,checkout,2023-06-03 10:12:00,2023-06-03,10,P001,632.71,True,False,valid_checkout_amount
U0077,login,2023-06-03 07:59:00,2023-06-03,7,P012,,False,True,not_applicable
U0124,profile_update,2023-06-05 20:13:00,2023-06-05,20,P006,,False,True,not_applicable
U0284,checkout,2023-06-02 10:06:00,2023-06-02,10,P013,,True,True,missing_checkout_amount
U0200,login,2023-06-05 10:48:00,2023-06-05,10,P030,,False,True,not_applicable
U0056,search,2023-06-02 15:45:00,2023-06-02,15,P001,,False,True,not_applicable
U0234,search,2023-06-04 08:23:00,2023-06-04,8,P016,,False,True,not_applicable
U0377,page_view,2023-06-05 01:59:00,2023-06-05,1,P005,,False,True,not_applicable
U0190,search,2023-06-06 09:36:00,2023-06-06,9,P028,,False,True,not_applicable
U0032,page_view,2023-06-06 00:18:00,2023-06-06,0,P014,1507.5,False,False,non_checkout_amount_present
U0058,checkout,2023-06-03 23:34:00,2023-06-03,23,P027,1105.04,True,False,valid_checkout_amount
U0203,add_to_cart,2023-06-05 22:12:00,2023-06-05,22,P027,2951.47,False,False,non_checkout_amount_present
U0105,page_view,2023-06-04 12:34:00,2023-06-04,12,P008,,False,True,not_applicable
U0292,search,2023-06-03 20:14:00,2023-06-03,20,P021,,False,True,not_applicable
U0225,add_to_cart,2023-06-06 13:32:00,2023-06-06,13,P024,,False,True,not_applicable
U0011,wishlist_add,2023-06-05 20:12:00,2023-06-05,20,P028,1195.31,False,False,non_checkout_amount_present
U0167,search,2023-06-05 17:55:00,2023-06-05,17,P023,2975.83,False,False,non_checkout_amount_present
U0286,logout,2023-06-02 03:50:00,2023-06-02,3,P001,,False,True,not_applicable
U0273,add_to_cart,2023-06-04 00:12:00,2023-06-04,0,P005,,False,True,not_applicable
U0213,wishlist_add,2023-06-02 22:21:00,2023-06-02,22,P006,2353.18,False,False,non_checkout_amount_present
U0266,wishlist_add,2023-06-05 10:17:00,2023-06-05,10,P029,2377.93,False,False,non_checkout_amount_present
U0276,add_to_cart,2023-06-06 18:24:00,2023-06-06,18,P024,1271.55,False,False,non_checkout_amount_present
U0187,page_view,2023-06-05 12:36:00,2023-06-05,12,P021,2704.26,False,False,non_checkout_amount_present
U0319,wishlist_add,2023-06-03 01:15:00,2023-06-03,1,P025,,False,True,not_applicable
U0340,wishlist_add,2023-06-05 19:28:00,2023-06-05,19,P009,979.94,False,False,non_checkout_amount_present
U0131,login,2023-06-04 08:03:00,2023-06-04,8,P014,,False,True,not_applicable
U0007,profile_update,2023-06-03 09:37:00,2023-06-03,9,P009,,False,True,not_applicable
U0202,login,2023-06-03 22:46:00,2023-06-03,22,P003,669.72,False,False,non_checkout_amount_present
U0157,checkout,2023-06-05 03:37:00,2023-06-05,3,P002,1388.02,True,False,valid_checkout_amount
U0152,login,2023-06-02 17:46:00,2023-06-02,17,P009,683.5,False,False,non_checkout_amount_present
U0042,page_view,2023-06-02 05:39:00,2023-06-02,5,P002,1976.65,False,False,non_checkout_amount_present
U0106,add_to_cart,2023-06-06 18:08:00,2023-06-06,18,P005,,False,True,not_applicable
U0281,wishlist_add,2023-06-05 00:38:00,2023-06-05,0,P009,,False,True,not_applicable
U0088,page_view,2023-06-05 20:24:00,2023-06-05,20,P003,2193.55,False,False,non_checkout_amount_present
U0271,logout,2023-06-02 02:12:00,2023-06-02,2,P024,,False,True,not_applicable
U0014,checkout,2023-06-06 00:19:00,2023-06-06,0,P012,899.1,True,False,valid_checkout_amount
U0342,logout,2023-06-05 21:53:00,2023-06-05,21,P029,1147.55,False,False,non_checkout_amount_present
U0203,wishlist_add,2023-06-04 00:56:00,2023-06-04,0,P027,1947.61,False,False,non_checkout_amount_present
U0210,page_view,2023-06-02 04:34:00,2023-06-02,4,P013,,False,True,not_applicable
U0210,page_view,2023-06-06 02:07:00,2023-06-06,2,P016,1079.08,False,False,non_checkout_amount_present
U0378,search,2023-06-03 11:13:00,2023-06-03,11,P018,1094.66,False,False,non_checkout_amount_present
U0247,page_view,2023-06-05 13:22:00,2023-06-05,13,P019,,False,True,not_applicable
U0102,search,2023-06-05 08:55:00,2023-06-05,8,P011,,False,True,not_applicable
U0116,profile_update,2023-06-03 23:58:00,2023-06-03,23,P024,,False,True,not_applicable
U0047,wishlist_add,2023-06-02 19:30:00,2023-06-02,19,P026,1991.05,False,False,non_checkout_amount_present
U0197,checkout,2023-06-01 23:32:00,2023-06-01,23,P010,,True,True,missing_checkout_amount
U0010,search,2023-06-04 05:19:00,2023-06-04,5,P016,,False,True,not_applicable
U0065,checkout,2023-06-05 11:02:00,2023-06-05,11,P020,,True,True,missing_checkout_amount
U0022,checkout,2023-06-03 03:19:00,2023-06-03,3,P022,,True,True,missing_checkout_amount
U0126,wishlist_add,2023-06-03 16:10:00,2023-06-03,16,P009,,False,True,not_applicable
U0066,logout,2023-06-02 15:23:00,2023-06-02,15,P006,,False,True,not_applicable
U0384,profile_update,2023-06-06 00:31:00,2023-06-06,0,P002,2788.83,False,False,non_checkout_amount_present
U0341,login,2023-06-05 14:21:00,2023-06-05,14,P003,,False,True,not_applicable
U0176,add_to_cart,2023-06-05 16:48:00,2023-06-05,16,P029,2829.72,False,False,non_checkout_amount_present
U0088,login,2023-06-03 08:47:00,2023-06-03,8,P018,,False,True,not_applicable
U0395,profile_update,2023-06-02 08:13:00,2023-06-02,8,P024,2364.53,False,False,non_checkout_amount_present
U0278,add_to_cart,2023-06-03 04:40:00,2023-06-03,4,P003,,False,True,not_applicable
U0128,wishlist_add,2023-06-03 11:07:00,2023-06-03,11,P022,,False,True,not_applicable
U0192,login,2023-06-06 04:46:00,2023-06-06,4,P004,,False,True,not_applicable
U0318,page_view,2023-06-05 04:23:00,2023-06-05,4,P002,554.93,False,False,non_checkout_amount_present
U0077,logout,2023-06-01 22:13:00,2023-06-01,22,P005,2983.48,False,False,non_checkout_amount_present
U0370,profile_update,2023-06-05 03:21:00,2023-06-05,3,P007,,False,True,not_applicable
U0280,wishlist_add,2023-06-06 11:54:00,2023-06-06,11,P006,2532.86,False,False,non_checkout_amount_present
U0081,wishlist_add,2023-06-06 08:29:00,2023-06-06,8,P008,,False,True,not_applicable
U0014,page_view,2023-06-05 01:52:00,2023-06-05,1,P008,662.85,False,False,non_checkout_amount_present
U0124,checkout,2023-06-06 05:55:00,2023-06-06,5,P014,2809.84,True,False,valid_checkout_amount
U0008,login,2023-06-02 10:15:00,2023-06-02,10,P002,,False,True,not_applicable
U0090,logout,2023-06-01 20:10:00,2023-06-01,20,P011,,False,True,not_applicable
U0049,checkout,2023-06-01 14:41:00,2023-06-01,14,P023,,True,True,missing_checkout_amount
U0040,profile_update,2023-06-06 12:18:00,2023-06-06,12,P016,2206.66,False,False,non_checkout_amount_present
U0105,search,2023-06-04 17:36:00,2023-06-04,17,P017,1177.06,False,False,non_checkout_amount_present
U0134,profile_update,2023-06-03 02:46:00,2023-06-03,2,P017,,False,True,not_applicable
U0249,profile_update,2023-06-03 05:40:00,2023-06-03,5,P014,1302.89,False,False,non_checkout_amount_present
U0385,add_to_cart,2023-06-04 20:44:00,2023-06-04,20,P016,,False,True,not_applicable
U0262,search,2023-06-01 18:47:00,2023-06-01,18,P024,2557.14,False,False,non_checkout_amount_present
U0093,checkout,2023-06-01 14:18:00,2023-06-01,14,P016,,True,True,missing_checkout_amount
U0319,logout,2023-06-03 20:32:00,2023-06-03,20,P009,,False,True,not_applicable
U0101,wishlist_add,2023-06-03 05:43:00,2023-06-03,5,P030,616.67,False,False,non_checkout_amount_present
U0372,checkout,2023-06-06 07:18:00,2023-06-06,7,P019,1139.19,True,False,valid_checkout_amount
U0021,add_to_cart,2023-06-03 10:17:00,2023-06-03,10,P025,2839.55,False,False,non_checkout_amount_present
U0027,search,2023-06-01 23:08:00,2023-06-01,23,P020,,False,True,not_applicable
U0235,search,2023-06-03 22:39:00,2023-06-03,22,P016,1702.74,False,False,non_checkout_amount_present
U0098,profile_update,2023-06-04 00:39:00,2023-06-04,0,P030,,False,True,not_applicable
U0289,search,2023-06-03 22:36:00,2023-06-03,22,P005,1669.01,False,False,non_checkout_amount_present
U0190,login,2023-06-02 05:32:00,2023-06-02,5,P008,,False,True,not_applicable
U0307,login,2023-06-02 09:35:00,2023-06-02,9,P001,939.81,False,False,non_checkout_amount_present
U0244,checkout,2023-06-05 08:33:00,2023-06-05,8,P005,,True,True,missing_checkout_amount
U0150,search,2023-06-02 03:29:00,2023-06-02,3,P008,470.66,False,False,non_checkout_amount_present
U0104,login,2023-06-06 09:35:00,2023-06-06,9,P007,,False,True,not_applicable
U0209,search,2023-06-06 13:11:00,2023-06-06,13,P030,1724.93,False,False,non_checkout_amount_present
U0368,login,2023-06-04 14:51:00,2023-06-04,14,P021,,False,True,not_applicable
U0071,profile_update,2023-06-04 10:53:00,2023-06-04,10,P022,,False,True,not_applicable
U0323,logout,2023-06-01 08:04:00,2023-06-01,8,P001,625.98,False,False,non_checkout_amount_present
U0313,profile_update,2023-06-03 22:35:00,2023-06-03,22,P023,304.46,False,False,non_checkout_amount_present
U0187,profile_update,2023-06-01 11:54:00,2023-06-01,11,P016,1234.88,False,False,non_checkout_amount_present
U0383,page_view,2023-06-02 14:38:00,2023-06-02,14,P023,,False,True,not_applicable
U0159,search,2023-06-03 03:41:00,2023-06-03,3,P008,,False,True,not_applicable
U0117,login,2023-06-05 08:10:00,2023-06-05,8,P020,267.13,False,False,non_checkout_amount_present
U0261,checkout,2023-06-02 01:49:00,2023-06-02,1,P028,,True,True,missing_checkout_amount
U0017,profile_update,2023-06-03 05:08:00,2023-06-03,5,P012,1865.75,False,False,non_checkout_amount_present
U0094,wishlist_add,2023-06-05 22:37:00,2023-06-05,22,P007,,False,True,not_applicable
U0010,search,2023-06-06 13:00:00,2023-06-06,13,P002,1254.54,False,False,non_checkout_amount_present
U0046,checkout,2023-06-02 20:34:00,2023-06-02,20,P006,,True,True,missing_checkout_amount
U0163,profile_update,2023-06-02 02:48:00,2023-06-02,2,P012,1365.47,False,False,non_checkout_amount_present
U0145,login,2023-06-06 01:53:00,2023-06-06,1,P027,932.5,False,False,non_checkout_amount_present
U0002,login,2023-06-01 16:53:00,2023-06-01,16,P007,,False,True,not_applicable
